,Index,Dish,Instructions,Ingredients
11726,504164,Carrot Casserole,"""Saute onion in margarine."", ""In buttered casserole (8 x 12-inch), layer half the carrots and half the cheese; repeat layers."", ""Top with sauteed onions and cover casserole generously with crushed Ritz crackers."", ""Bake at 350\u00b0 for 30 minutes.""","""carrots"", ""Velveeta cheese"", ""margarine"", ""onion"", ""salt"", ""crackers"""
11727,1901251,Chicken En Casserole,"""Preheat oven to 300F and butter a casserole dish."", ""Melt butter in a double boiler; blend in flour, add milk and stock and cook until thick, stirring constantly."", ""Season with salt and paprika."", ""Pour over eggs, stirring constantly; add remaining ingredients and pour into prepared casserole."", ""Bake until a knife inserted in center comes out clean, about 20 minutes if the mixture is hot when placed in oven."", ""**Variation: Omit bell pepper, paprika and pimiento; add a 6-ounce can of mushrooms (drained), 2 tablespoons parsley and 1 tablespoons minced onion.""","""butter"", ""flour"", ""milk"", ""chicken stock"", ""paprika"", ""salt"", ""eggs"", ""chicken"", ""green bell peppers"", ""pimiento"""
11728,2166942,Simple Simon Maple Salmon,"""Cut salmon into serving-sized pieces, crosswise, about 3 inches wide or however you prefer."", ""In small bowl, whisk rest of ingredients (except pecans) until well mixed."", ""Put salmon pieces and maple mixture into a shallow dish or ziploc baggie to marinate."", ""*Refrigerate while marinating."", ""*I only got to marinate mine for about 5 hours, but next time, I'm going to marinate them overnight."", ""Still good, but overnight would be even better!"", ""When ready to cook, remove from fridge, and remove salmon pieces from baggie saving the marinade."", ""Place salmon into a greased/sprayed shallow baking dish, skin-side down."", ""(I used a 13x9 and it fit really well."", "")."", ""Pour/spoon just a little marinade over each piece and pop into a pre-heated 375 degree oven."", ""Pour the rest of the marinade into a small saucepan and bring to a boil."", ""Reduce heat a tad, but keep at a nice steady boil, and stir occaisionally."", ""Bake salmon for 30-35 minutes, depending on thickness, til done and flakes easily with a fork."", ""*Halfway through baking the fish, carefully spoon a little more marinade over the fish."", ""Not from the saucepan, but what's in the baking dish."", ""Keep the marinade in the saucepan boiling to reduce til thickened."", ""When fish is done, remove from oven and baste with juices again while you get everything else done and ready."", ""If adding pecans, stir into saucepan of reduced marinade just before serving, or sprinkle on top of fish during last 1-2 minutes of baking."", ""2-3 minutes if wanting to do pecan halves."", ""(Just watch so that they don't burn."", "")."", ""Plate the fish and pour your thickened sauce over the top."", ""(I served even more of it in tiny bowls for dipping!"", "")."", ""We had this with my buttery herbed rice and what a great dinner!"", ""Nothing else was even needed!"", ""(The sauce was great over the rice, too!"", "").""","""salmon"", ""maple syrup"", ""soy sauce"", ""garlic"", ""cayenne"", ""pecans"""
11729,1432481,Pepperoni Pizza Casserole,"""Preheat oven to 425\u00b0F with rack in bottom position. Heat oil in a large skillet over high. Add mushrooms and onion; cook, stirring often, until mushrooms are browned and softened, 7 to 8 minutes. Stir in marinara sauce and 4 ounces of the pepperoni (about 56 slices). Remove from heat."", ""Coat a deep 13- x 9-inch casserole dish with cooking spray. Arrange garlic bread, lying flat with cut sides up, in casserole dish. Top evenly with mushroom-pepperoni mixture. Sprinkle with mozzarella. Arrange remaining 2 ounces pepperoni (about 28 slices) over mozzarella. Sprinkle with Parmesan. Bake in preheated oven until cheese is bubbly and lightly browned, 12 to 15 minutes. Let stand 5 minutes. If desired, sprinkle with crushed red pepper.""","""olive oil"", ""cremini mushrooms"", ""onion"", ""marinara sauce"", ""pepperoni"", ""Cooking spray"", ""frozen garlic"", ""mozzarella cheese"", ""Parmesan cheese"", ""red pepper"""
11730,523491,Pride Of Iowa Cookies,"""Beat eggs, sugars and shortening."", ""Add nuts, coconut and vanilla."", ""Sift flour, salt, soda and baking powder in a separate bowl."", ""Add to creamed mixture a little at a time."", ""Add oatmeal and mix well."", ""Shape into walnut size balls, press down on a cookie sheet."", ""Bake at 375 degrees for 9 minutes.""","""brown sugar"", ""white sugar"", ""shortening"", ""eggs"", ""salt"", ""soda"", ""coconut"", ""nuts"", ""vanilla"", ""flour"", ""baking powder"", ""oatmeal"""
11731,1175201,Potent Punch,"""I mix everything except the ice cream in a bucket then fill a punch bowl as needed top with ice cream.""","""bottles champagne"", ""vodka"", ""liters ginger ale"", ""frozen raspberry"", ""concentrate"", ""raspberry sherbet"""
11732,2017909,Holly Jolly JELL-O,"""Sprinkle unflavored gelatine over 1/4 cup milk in medium bowl; let stand 5 min."", ""Bring remaining milk to boil in saucepan."", ""Remove from heat; stir in sugar."", ""Gradually add to gelatine mixture; stir until completely dissolved."", ""Add 2 cups boiling water to lime gelatin mixes in small bowl; stir 2 min."", ""until completely dissolved."", ""Pour 1 cup lime gelatin into 13x9-inch dish sprayed with cooking spray."", ""Refrigerate 15 min."", ""or until gelatin is set but not firm."", ""Meanwhile, add remaining boiling water to cherry gelatin mixes in medium bowl; stir 2 min."", ""until completely dissolved."", ""Let stand at room temperature until ready to use."", ""Pour 1 cup unflavored gelatine mixture over lime layer in dish."", ""Refrigerate 15 min."", ""or until set but not firm."", ""Cover with 1 cup cherry gelatin; refrigerate 15 min."", ""or until set but not firm."", ""Repeat layers with remaining unflavored gelatine and flavored gelatins, alternating flavored gelatin layers with unflavored gelatine layers to make a total 7 layers."", ""Refrigerate 2 hours or until firm."", ""Cut into 24 small squares.""","""env"", ""milk"", ""sugar"", ""boiling water"", ""Gelatin"", ""Gelatin"""
11733,1071218,Cilantro Beef Orzo,"""Combine broth, pasta, corn, chilies and tomatoes in a 2-quart saucepan. Heat to boiling, then reduce heat."", ""Cover and simmer for approximately 10 minutes, or until pasta is al dente."", ""Remove from heat and let stand until nearly all the liquid is absorbed."", ""While pasta is cooking, spray a 10-inch skillet with cooking spray. Add oil and heat over medium high heat. Saute sliced beef and bell pepper (if using) in oil for about 5 minutes, stirring occasionally, until beef is browned to your liking."", ""Stir beef and peppers into pasta mixture, then mix in cilantro and black olives (if using)."", ""Serve.""","""beef broth"", ""orzo pasta"", ""kernel corn"", ""green chilies"", ""Ro-tel Mexican"", ""olive oil"", ""extra-lean beef"", ""bell pepper"", ""fresh cilantro"", ""black olives"""
11734,1863622,Cookie Crunch Chocolates for Valentine's Day,"""This is all that's needed!"", ""Put the biscuit cookies in a thick plastic bag (or you can layer two normal plastic bags) and break with a rolling pin until they are finely crushed."", ""Break the chocolate bars into a heat resistant bowl and microwave for 1.5 to 3 minutes."", ""The time varies based on your microwave and your bowl so keep an eye on it and adjust as needed."", ""Even if the chocolate isn't completely melted when you first take it out of the microwave, it should melt if you mix with a spoon."", ""Now add your crushed biscuit cookies and mix into the chocolate."", ""Mix really well until you can't see the biscuits anymore."", ""This is really important."", ""Use a small spoon to pack the chocolate into the heart shaped molds."", ""Press the chocolate in firmly to make sure there are no air pockets."", ""It's best to fill the molds so that the chocolate is overflowing just a little bit."", ""When the chocolate has started to cool and the outer layer is firming up, place a sheet of parchment paper on top and firmly push the chocolate into the mold."", ""Push it hard, like you're trying to break the biscuits."", ""If there are air pockets between the chocolate and biscuit bits, then the chocolates won't harden nicely."", ""Leave the parchment paper on and let cool and harden, and you're done!"", ""To take out of the mold, remove the parchment paper and try flipping the mold upside down and hitting the back."", ""You can also try lightly rapping it on a flat surface and they should loosen and pop out."", ""Make sure not to break the chocolates when trying to get them out."", ""This is how they look wrapped in aluminum foil."", ""More cute wrapping."", ""Tips for making them look nice and smooth, at Step 5, make sure to mix the biscuit bits really well until you don't see them anymore."", ""At Step 7, make sure to firmly and strongly push the chocolate into the molds so there are no air pockets.""","""Chocolate Bar"", ""Biscuit cookies"""
11735,1742017,Fried Sticky Rice Dumplings,"""To prepare the dough, combine the rice flour, wheat starch, brown sugar, and salt in a bowl."", ""Make a well in the center and add the lard."", ""Pour the water into the well; the lard will begin to melt."", ""Stir to dampen and combine all the ingredients."", ""After a crumbly mixture forms, switch to stirring and pressing to gather all the bits into a rough dough."", ""Knead the mixture into a ball while it is still in the bowl, then transfer to a work surface."", ""Knead for about 1 minute to form a smooth dough."", ""Cover with plastic wrap and set aside for 5 minutes to cool."", ""Work with half of the dough and keep the other half covered."", ""Roll the dough into a 10-inch log."", ""Cut it into 10 equal-size pieces and then roll each piece into a ball."", ""Line a plate or baking sheet with parchment paper."", ""To assemble a dumpling, take a ball of dough, make an indentation in the center with your thumb, and then work the dough with your fingers to form a shallow, 2 3/4-inch-wide bowl."", ""Fill the cavity with 2 rounded teaspoons of filling, pressing down gently."", ""It will seem very full."", ""Press and pinch the edges closed to form a football (see page 164 for guidance)."", ""Set the finished dumpling on the prepared plate."", ""Repeat with the remaining dough balls before working on the other half of the dough."", ""Loosely cover the finished dumplings with plastic wrap to prevent drying."", ""Put a paper towellined platter next to the stove."", ""Pour oil to a depth of 1 1/4 inches into a wok, deep saucepan, or Dutch oven and heat over medium-high heat to about 350F on a deep-fry thermometer."", ""(If you dont have a thermometer, stick a dry bamboo chopstick into the oil; if bubbles rise immediately and encircle the chopstick, the oil is ready.)"", ""Divide the dumplings into 3 or 4 batches."", ""Gently drop one batch of dumplings into the oil."", ""They will bubble in the oil for a few minutes before rising to the top."", ""If any stick together, nudge them apart."", ""Fry, turning them frequently to ensure even cooking, for 5 to 6 minutes, until puffy, golden brown, and crisp."", ""Using a skimmer, scoop up the dumplings from the oil and set them on the paper towels to drain."", ""Adjust the heat before frying more."", ""Let the dumplings cool for a few minutes before serving."", ""Serve them whole or use scissors or a knife to cut each in half."", ""Enjoy with a dip in soy sauce and chile garlic sauce.""","""rice flour"", ""starch"", ""lightly packed light brown sugar"", ""salt"", ""lard"", ""water"", ""Siu"", ""Canola oil"", ""soy sauce"", ""Garlic Sauce"""
11736,1737216,Great Northern Corn Soup,"""Sautee onions, celery and carrots in oil until soft."", ""Add garlic and cook."", ""Add vegetable broth, drained corn, creamed corn and the beans."", ""Add spices and cook on medium heat until boiling."", ""Turn to low and cook some more."", ""Add cream and cook some more."", ""Be sure to add plenty of salt and pepper."", ""Enjoy!""","""Olive Oil"", ""Onion"", ""Celery"", ""Carrots"", ""Garlic"", ""Vegetable Broth"", ""Beans"", ""Ground Cumin"", ""Oregano"", ""Rosemary"", ""Heavy Cream"", ""Salt"""
11737,1949676,Brass Monkey Recipe,"""Ice // rocks""","""Rum"", ""orange juice"""
11738,131956,Angel Biscuits,"""Mix yeast and water."", ""Let set aside for 5 minutes."", ""Add buttermilk."", ""Set the liquid mixture aside."", ""Combine dry ingredients and cut in shortening until it looks like peas."", ""Add liquid ingredients to dry ingredients."", ""Mix together with a fork until all are moistened.""","""yeast"", ""warm water"", ""buttermilk"", ""flour"", ""sugar"", ""baking powder"", ""baking soda"", ""shortening"""
11739,1177504,Low Carb Pizza,"""Preheat oven to 375 degrees F."", ""MAKE THE CRUST: Generously spray 2 (12-inch) pizza pans with nonstick vegetable oil cooking spray."", ""In a medium bowl, stir together all of the crust ingredients to make a smooth, thick, pancake-like batter."", ""Using a rubber spatula, spread the batter as thin and evenly as possible over the 2 pans."", ""Place pizza crusts on center racks of the oven and bake for about 12 to 15 minutes, or until lightly golden brown and firm to touch."", ""Remove crusts from oven and increase the oven temperature to 400 degrees F."", ""MAKE THE SAUCE: In a saucepan over medium heat, heat olive oil and then sweat onions and garlic in oil, cooking just until softened and translucent."", ""Add diced tomatoes and the remaining ingredients and simmer for about 2 minutes."", ""COMPILE THE PIZZAS: Spread the tomato sauce and then the mozzarella cheese evenly over both crusts."", ""Top 1 pizza with pepperoni, sausage, and ham, and top the other with the bell pepper strips, onions, and mushrooms."", ""Lightly sprinkle 1 tablespoon olive oil over each pizza, and sprinkle each with a dash of dried oregano."", ""Place the pizzas back in the oven to bake for another 10 to 12 minutes, or until the cheese melts and starts to brown."", ""Cut each pizza into 8 slices.""","""Crust"", ""soy flour"", ""eggs"", ""heavy cream"", ""club soda"", ""salt"", ""Sauce"", ""olive oil"", ""red onion"", ""garlic"", ""roma tomatoes"", ""sugar"", ""garlic"", ""dried basil"", ""oregano"", ""salt"", ""fresh ground black pepper"", ""Toppings"", ""mozzarella cheese"", ""pepperoni"", ""Italian sausage"", ""parma ham"", ""red bell pepper"", ""green bell pepper"", ""red onion"", ""portabella mushroom caps"", ""extra virgin olive oil"", ""oregano"""
11740,2078248,Apple Mint Jelly Recipe,"""In a Dutch oven, combine apple juice, mint leaves, lemon juice, and pectin over medium-high heat."", ""Bring to a rolling boil."", ""Add in sugar."", ""Stirring constantly, bring to a rolling boil again and boil 1 minute."", ""Remove from heat; skim off foam."", ""Strain mix; throw away mint leaves."", ""Tint jelly green."", ""Pour into heat-resistant jars with lids."", ""Store in refrigerator."", ""Yield: about 3 pints jelly."", ""Tasty Christmas Gifts.""","""Apple juice"", ""mint"", ""Lemon juice"", ""Sugar"""
11741,80510,Baked Chicken With Sauce,"""Dip chicken in 1/2 cup buttermilk."", ""Then roll in flour seasoned with salt and pepper."", ""Melt butter in 13x9x2 inch pan. Put chicken in pan, skin side down and bake uncovered at 400 degrees for 30 minutes."", ""Turn chicken and bake another 15 minutes. Blend remaining buttermilk and soup; pour over chicken."", ""Bake 15 minutes more or until tender.""","""chicken"", ""buttermilk"", ""cream of chicken soup"", ""flour"", ""pepper"", ""butter"", ""salt"""
11742,182334,Spinach Dip,"""Combine all ingredients well and refrigerated."", ""Serve with assorted raw vegetables.""","""sour cream"", ""mayonnaise"", ""vegetable soup"", ""green onions"", ""water chestnuts"""
11743,785821,Peanut Butter Pie,"""Mix first 3 ingredients together and pour into graham cracker crust."", ""Freeze until firm; keep in freezer until ready to serve.""","""vanilla ice cream"", ""topping"", ""crunchy peanut butter"", ""graham cracker crust"""
11744,1967151,Balsamic Glazed Sweet and Sour Onions,"""Peel the onions, leaving and washing any root strand you may find."", ""In a 12- to 14-inch saute pan over a medium-high flame, heat virgin olive oil until just smoking."", ""Add butter and cook until foam subsides."", ""Add onions and saute until light golden-brown on all sides, 8 to 10 minutes."", ""Add sugar, vinegar, tomato sauce and water and bring to a boil."", ""Cook onions uncovered, until just al dente, approximately 10 minutes."", ""If liquid dissipates too quickly, add more water, a 1/4 cup at a time, realizing that it is essential not to overcook the onions."", ""The sauce should just adhere to the onions."", ""Remove from saute pan to an earthenware dish and hold in a warm place, or allow to cool if you are serving them later or as an antipasto.""","""cipolline"", ""onions"", ""virgin olive oil"", ""sweet butter"", ""sugar"", ""balsamic vinegar"", ""tomato sauce"", ""water"", ""rosemary"""
11745,173695,Snowballs,"""Soften butter; thaw orange juice."", ""Mix everything except coconut."", ""Wet hands with water; make balls the size of large marbles."", ""Roll each ball in coconut."", ""Keep in refrigerator.""","""vanilla wafers"", ""powdered sugar"", ""orange juice"", ""butter"", ""pecans"", ""coconut flakes"""
11746,673139,Marie'S Gala Rainbow Cake,"""Split an angel food cake into 4 layers."", ""Whip cream with confectioners sugar until stiff."", ""Combine pineapple with 1/2 cup whipped cream."", ""Combine mashed apricots with 1/2 cup whipped cream."", ""Combine jam with 1/2 cup whipped cream."", ""Spread one filling on each layer."", ""Use the rest of the whipped cream to frost the cake."", ""Decorate with chopped nuts, if desired."", ""Refrigerate 12 hours before serving.""","""angel food cake"", ""heavy cream"", ""confectioners sugar"", ""pineapple"", ""apricot halves"", ""thick raspberry jam"", ""nuts"""
11747,1616608,Chocolate Nutty Bark,"""Coarsely Chop or cut ingredients to be added to chocolate and set aside, you can do this by hand or with a food processor."", ""In a double burner melt the chocolate, stirring occasionally. Prepare a 8x8 pan by lining it with tin foil."", ""When the chocolate is fully melted add and stir in the canola oil. Throughly stir in 3/4 of your prepared ingredients."", ""Pour the mix into your prepared pain and smooth to an even thickness."", ""Sprinkle the remaining ingredients on top of the chocolate."", ""Place in the fridge and cool for at least 2 hours, break bark and serve or package for gifts.""","""Chocolate Chips"", ""canola oil"", ""nuts"""
11748,1026944,Tuna Puff Sandwiches,"""Mis the first six ingredients and mound onto muffins. Top with tomato slices."", ""Combine 1/2 cup mayonnaise and cheese; spread over sandwiches."", ""Broil until they puff.""","""solid white tuna"", ""mustard"", ""Worcestershire sauce"", ""mayonnaise"", ""onion salt"", ""green peppers"", ""muffins"", ""tomatoes"", ""mayonnaise"", ""cheddar cheese"""
11749,1979969,Cheesy French Bread,"""Slice the bread in 1\"" slices and put a piece of cheese between each slice."", ""I cut the cheese to fit the size of the bread."", ""Melt the butter and add the chopped onion, poppy seeds and mustard."", ""Pour this over the bread."", ""Wrap the loaf in foil."", ""Bake at 425' for 20 minutes.""","""bread"", ""butter"", ""onion"", ""poppy seed"", ""mustard"", ""swiss cheese"""
11750,291987,Sour Pickles,"""Pack washed and dried cukes in sterilized quart jar."", ""Add 2 tablespoons dry mustard, 2 tablespoons salt and 2 tablespoons sugar."", ""Cover securely and shake jar so ingredients are well mixed."", ""Shake occasionally."", ""Ready to eat in 2 weeks.""","""cukes"", ""salt"", ""sugar"", ""mustard"""
11751,442269,Taco Platter,"""Cream the softened cream cheese together with the taco sauce. Spread this on a large plate/platter."", ""On top, sprinkle your lettuce, tomatoes, cheese, peppers and onions."", ""Surround this with taco chips.""","""cream cheese"", ""taco"", ""shredded lettuce"", ""tomatoes"", ""Cheddar cheese"", ""green peppers"", ""onion"", ""taco chips"""
11752,515196,Homemade Sweet Pickles,"""Drain pickles and rinse."", ""Cut the ends off and slice."", ""Add all remaining ingredients."", ""Stir and let stand overnight, then keep refrigerated.""","""whole kosher dill pickles"", ""tarragon vinegar"", ""sugar"""
11753,940904,Amazing Apple Crostata,"""Mix flour, 2 tablespoons sugar, and salt together with an electric mixer until combined. Mix in butter until mixture resembles coarse meal. Add ice water, 2 teaspoons at a time, while the mixer is running until dough just holds together. Test dough by pinching a small amount between your fingers; if it is crumbly, add a 1 teaspoon more ice water at a time."", ""Wrap dough in plastic wrap and chill until slightly firm, 20 to 30 minutes."", ""Preheat oven to 350 degrees F (175 degrees C)."", ""Squeeze 1/2 the lemon over the apple slices to keep from browning."", ""Place a large piece of parchment paper on a flat work surface. Roll dough into a round 12 to 16 inches in diameter, 1/4 to 1/2-inch thick. Arrange apple slices in 2 layers on the dough, leaving a 1 1/2 to 2-inch border all around. Fold up the border, pleating the edge to make it fit; leave most of the apples uncovered."", ""Combine 1/2 cup sugar and cinnamon in a small bowl. Sprinkle over apples. Squeeze remaining 1/2 lemon over apples. Sprinkle 2 teaspoons sugar over crust. Transfer parchment paper to a baking sheet."", ""Bake in the preheated oven until crust is golden brown, 50 to 60 minutes.""","""Crust"", ""flour"", ""white sugar"", ""salt"", ""butter"", ""water"", ""Filling"", ""lemon"", ""Gala apples"", ""white sugar"", ""ground cinnamon"", ""white sugar"""
11754,672092,Emma'S Pineapple Cookies,"""Grease cookie sheet. Sift together flour, baking soda, baking powder and salt. Mix together brown sugar and white sugar. Combine the shortening, eggs and vanilla with the dry ingredients. Mix all above ingredients together, then add nuts, raisins, pineapple and chocolate chips. Bake at 400\u00b0 for 10 to 12 minutes. Makes 6 dozen.""","""flour"", ""baking soda"", ""baking powder"", ""salt"", ""brown sugar"", ""white sugar"", ""shortening"", ""eggs"", ""vanilla"", ""pineapple"", ""nuts"", ""raisins"", ""chocolate chips"""
11755,1844142,Apple-Raisin Cole Slaw,"""In a large bowl, stir together the raisins, celery seeds, mayonnaise, sour cream and apple cider vinegar."", ""Add the cabbage, carrots, and apples, then toss to combine."", ""Taste and season with a pinch of salt and a grind or two of pepper."", ""Cover and refrigerate at least 1 hour before serving.""","""golden raisins"", ""celery seeds"", ""mayonnaise"", ""sour cream"", ""apple cider vinegar"", ""savoy cabbage"", ""carrots"", ""apples"", ""Kosher salt"""
11756,1798284,Black Beans And Rice Recipe,"""For peppers - use rubber gloves to chop so you do not get pepper oil in your eyes!"", ""Wash, then soak beans all day or possibly overnight, draining water and add in new water several times (this tends to eliminate the \""tooting\"" quality of the beans)."", ""Add in 1 minced onion and 1 Tbsp."", ""extra virgin olive oil and bring to a boil."", ""Lower heat and simmer for 2 hrs or possibly till beans are tender, making sure beans stay covered with water and do not stick to the bottom of the pot."", ""Saute/fry other minced onion in 3 Tbsp."", ""of extra virgin olive oil."", ""Add in bell pepper and 3 of the cloves of garlic; saute/fry a few min more."", ""Stir in cumin, mustard and cayenne; cook another minute."", ""Add in to beans, along with salt, pepper, tomatoes, jalapenos and rest of garlic."", ""Add in more water if necessary; cover and simmer for 15 min."", ""Just before serving, stir in lemon juice and sprinkle with cilantro."", ""Tastes even better the next day!""","""black beans"", ""extra virgin olive oil"", ""onion"", ""extra virgin olive oil"", ""red bell pepper"", ""onions"", ""garlic"", ""grnd cumin"", ""powdered mustard"", ""salt"", ""pepper"", ""cayenne"", ""fresh tomatoes"", ""fresh jalapeno peppers"""
11757,176268,Cream Cheese Filled Cupcakes,"""Prepare chocolate cake mix as directed and fill cupcake tins 1/2 full."", ""Combine cream cheese, eggs, sugar and salt."", ""Beat with mixer until smooth."", ""Stir in chips."", ""Spoon 1 heaping teaspoonful of filling into center of batter."", ""Bake at directed on box.""","""chocolate cake mix"", ""cream cheese"", ""sugar"", ""egg"", ""salt"", ""chocolate chips"""
11758,1789837,Roasted Sweet Potatoes With Cinnamon,"""Heat oven to 425F."", ""Potatoes cut into length."", ""In a medium bowl combines sweet potatoes with olive oil, salt, and back pepper."", ""Make sure olive coated in sweet potatoes."", ""In a baking sheet, spread potatoes evenly and bake in oven about 35 minutes."", ""During baking time, make sure you stir potatoes so it can cook though."", ""Take potatoes out sprinkled cinnamon on the top."", ""Serve warm!""","""sweet potatoes"", ""salt"", ""olive oil"", ""black pepper"", ""cinnamon"""
11759,2069033,Linguine Barolo,"""Cook pasta according to package directions-you want it al dente."", ""Drain and add olive oil-toss to coat."", ""Set aside."", ""In a medium skillet over medium heat warm the cream and vegetable broth until it begins to simmer."", ""Add the Gorgonzola and stir until the cheese has dissolved, around 2-3 minutes."", ""Reduce heat to medium low and add the tomato slices, broccoli florets and mushroom slices."", ""Cook until the broccoli is just fork tender, around 4 minutes."", ""Add the linguini and return heat to medium."", ""Toss and cook for 3-4 minutes."", ""Pour onto a serving platter, sprinkle with the toasted pine nuts and serve.""","""linguine"", ""olive oil"", ""cream"", ""warm water"", ""vegetable bouillon cube"", ""gorgonzola"", ""tomatoes"", ""broccoli florets"", ""portabella mushroom"", ""nuts"""
11760,922091,Hot And Sour Soup With Bean Sprouts,"""Place the minced serrano and chicken broth into a large saucepan. Bring to a boil over high heat, then reduce heat to medium. Stir in the garlic and ginger, simmer for 1 minute. Stir in the shiitake mushrooms, tofu, and bamboo strips, simmer for 2 minutes to soften mushrooms."", ""Stir in the bean sprouts, tamari, rice vinegar, soy sauce, and black pepper; simmer for 1 minute to soften the bean sprouts."", ""Dissolve the cornstarch in the mirin, and stir into the simmering soup; cook for 30 seconds to thicken. Remove from heat and pour in beaten egg while stirring slowly. Ladle soup into bowls; garnish with green onion and cilantro leaves.""","""serrano chile pepper"", ""chicken broth"", ""garlic"", ""fresh ginger"", ""shiitake mushrooms"", ""firm tofu"", ""bamboo shoot strips"", ""bean sprouts"", ""tamari"", ""rice vinegar"", ""soy sauce"", ""black pepper"", ""cornstarch"", ""green onions"", ""fresh cilantro"", ""egg"""
11761,2181421,Soda Cake,"""Heat oven to 350"", ""Mix 1 cake mix with 1 can of soda"", ""Cook cake for 38 -49 mins depending on size of the pan""","""cake mix"", ""soda"""
11762,1997368,Biscuit Sandwich Recipe,"""1."", ""Prepare biscuits following instructions on the can (350 degrees for 15-18 minutes.)."", ""When you remove the biscuits from the oven brush the top of each with melted butter."", ""2."", ""Spray a skillet over medium heat with non-stick cooking spray."", ""Open both ends of a clean, small sliced pineapple can."", ""Spray the inside of the empty can with the non-stick spray, and then place the can in the pan to heat up."", ""Use more than one can if you'd like to speed up the cooking process."", ""3."", ""Beat an egg, then pour it into the empty can mold, add in a bit of salt and pepper, and cover with a saucepan lid."", ""Cook for a couple min, then scrape a knife around the edge of the egg to release it."", ""Remove the can then turn the egg over and cook it for another minute or possibly two."", ""Repeat with the remaining Large eggs."", ""4."", ""If using sausage, form 2-oz portions of sausage into patties with the same diameter as the biscuits."", ""Cook the sausage in another warm skillet over medium heat till brown."", ""If using bacon, cook the bacon and drain on paper towels."", ""5."", ""Slice a biscuit in half through the middle."", ""Build each sandwich by first stacking egg on the bottom half of the biscuit."", ""Next arrange sausage (or possibly 2 slices of bacon) on the egg, then a slice of American cheese."", ""Top off each sandwich with the top biscuit half, then zap it in the microwave for 15-20 seconds to help heat the cheese."", ""Repeat with the remaining ingredients."", ""Makes 5 sandwiches.""","""Buttermilk"", ""eggs salt"", ""sausage"", ""Cheese"""
11763,366372,Mexican Chicken,"""Boil and debone chicken; place in a large casserole dish. Sprinkle chicken with garlic salt and pepper."", ""Dice onion over chicken."", ""Slice Velveeta cheese over chicken."", ""Sprinkle 1/2 bag crushed Doritos over cheese."", ""In a separate bowl mix cream of chicken soup, cream of mushroom soup, Ro-Tel and chicken broth; mix well."", ""Pour over chicken."", ""Bake at 400\u00b0 for 40 minutes."", ""Then put the rest of Doritos on top and bake another 5 minutes.""","""chicken"", ""onion"", ""Velveeta cheese"", ""cream of chicken soup"", ""cream of mushroom soup"", ""Ro-Tel"", ""taco seasoning"", ""Doritos chips"", ""chicken broth"""
11764,1114176,Chile Rellenos Squares,"""Line bottom of ungreased 9x13-inch pan with chilies."", ""Combine rest of ingredients and pour evenly over chilies."", ""Bake at 325 for 25-30 minute."", ""Cool slightly."", ""So serve cut into small rectangles.""","""green chilies"", ""eggs"", ""milk"", ""cheddar cheese"""
11765,1460183,Clarified Butter,"""Melt butter in a small saucepan over low heat without stirring. Remove from heat, and let stand 10 minutes. The butter will separate and the milk solids will settle to the bottom of the saucepan."", ""Skim the butter fat from the top; discard milk solids. Place several layers of cheesecloth in a strainer; strain butter fat through cheesecloth into a small bowl."", ""Note: Clarified butter is also referred to as drawn butter.""","""butter"""
11766,211633,Sweet And Sour Chicken,"""Mix together in a saucepan and bring to a boil. Boil for 1 minute. Pour over chicken. Bake at 350\u00b0 about 45 minutes or until done. Adjust ingredients according to number of servings.""","""cornstarch"", ""flour"", ""eggs"", ""brown sugar"", ""ketchup"", ""vinegar"", ""soy sauce"", ""water"""
11767,1315500,Slow-Roasted Arctic Char With Lemon-Mustard Seed Topping ,"""1. Preheat the oven to 250\u00b0F."", ""2. In a bowl combine the zest, olive oil, bread crumbs, parsley, tarragon, mustard seeds, vinegar, lemon juice, mustard, and sugar substitute. Line a baking pan with parchment paper and place the fish in the pan, skin side down. Sprinkle with pepper."", ""Spread some of the lemon-herb mixture on each fillet."", ""3. Bake the char for 30 to 35 minutes, depending on thickness, until the fish is almost completely opaque. Allow to rest for 5 minutes before serving.""","""lemon zest"", ""extra virgin olive oil"", ""bread crumbs"", ""parsley"", ""tarragon"", ""mustard seeds"", ""white wine vinegar"", ""lemon juice"", ""mustard"", ""sugar substitute"", ""char"", ""Freshly ground pepper"""
11768,1830971,Orange Dessert Ring with Fruit,"""Pour boiling water on gelatin, stir until gelatin is dissolved."", ""Measure reserved apricot syrup, add enough cold water to measure 1 cup."", ""Stir syrup-water mixture and wine into gelatin."", ""Pour into 4-cup ring mold."", ""Refrigerate until firm, at least 5 hours."", ""Mix apricot halves and grapes."", ""Cover and refrigerate."", ""Just before serving, dice banana; stir into apricot halves and grapes."", ""Unmold gelatin, fill center and garnish side of ring with fruit.""","""water boiling"", ""gelatin"", ""white wine sweet"", ""green grapes"", ""bananas"""
11769,715828,Taco Dip,"""Layer on plate the beans, sour cream mixed with seasoning, guacamole, lettuce, tomato, olives, cheeses and onion and peppers if desired."", ""Refrigerate 2 hours; serve with taco chips.""","""bean dip"", ""sour cream"", ""guacamole"", ""tomato"", ""black olives"", ""Cheddar cheese"", ""cheese"", ""jalapeno peppers"", ""taco seasoning for sour cream"", ""onions"""
